sentence,label
ছেড়াডা হের পরিবারের পসন্দে বিয়া কইরা ফালায়,Mymensingh
আমার ভাই  মাইয়াডার  লগে গতকাল যোগাযোগ করে,Mymensingh
ছেড়া কোন ধরনের মামলা চায় না,Mymensingh
হেয় বিবাহিত তাই মামলা করতে চাইতাসে না,Mymensingh
এই বিষয়ডা জানাজানি হইলে বেডিডার সংসার টিকতো না,Mymensingh
আমার বন্ধু ছেড়িরার লগে সারা রাইত জাইজ্ঞা কথা কয়,Mymensingh
আমার কাবিনের টাকা তোমারে প্রতি মাসে মাসে দিতে হইব,Mymensingh
আমার বড় ভাই সাত মাস প্রেম কইরা একজনরে বিয়া করসে,Mymensingh
আমি ক্লাসের বেগ ছেড়ারার  সাথেই মিশতাম,Mymensingh
তোমার মেলা ভুল আসিল,Mymensingh
এই তিন বছরের আবুডার দোষ কোনখানে ?,Mymensingh
তোমারে কইসিলাম বিয়াডা কইরা ফালাও,Mymensingh
খালি তোমার ভালোর লাইজ্ঞা বিয়াডা কইরা ফালাইতে কইলাম,Mymensingh
তোমার ভালোর লাইজ্ঞাই আমি তোমারে ছাইড়া দূরে চইল্লা আইসি,Mymensingh
আমি আর তুমি একসাথে নাই আমি এইডা মানতে পারতাসি না,Mymensingh
আমার আর আমার স্বপ্নডা যে কবে পূরণ হইব,Mymensingh
তোমার পরিবার আমার আব্বার সাথে কথা কইতে চায়,Mymensingh
তোমার বিয়া হইব হুইন্না আমরা মেলা খুশি,Mymensingh
আমার বইন হের বন্ধুর লগে ঘুরতে যাইতে চায়,Mymensingh
আমার বন্ধুরা হাচাই ভালা মনের মানুষ,Mymensingh
আমার বন্ধুরা  বেহেই মেলা মেধাবী,Mymensingh
আমার বন্ধুরার লগে ঘুরতে মেলা ভালা লাগে,Mymensingh
হেরার পরিবারে কোন ঝগড়া হয় না,Mymensingh
আমার ভাই বইনের খুব ভালা ছবি আঁকে,Mymensingh
আমার গ্রামের মানুষরার মধ্যে কোন রকম ঝগড়া নাই,Mymensingh
আফনে মেলা সুন্দর কইরা  কথা কন,Mymensingh
তোমার  সুন্দর সুন্দর ছবিগুলা দেইক্ষা মেলা আনন্দ পাইসি,Mymensingh
বিয়ার পর মেলা পাতলা মাইয়ারা মোটা হয়া যায়,Mymensingh
মাইয়ারা বিয়া করার লাইজ্ঞা  ভদ্র পোলা খুঁজে,Mymensingh
আমার মেলা ভয় লাগসে কোন দিন আমি কিডন্যাপ হয়া না যাই,Mymensingh
আজ সিঙ্গেল বইল্লা ঘুরতাম যাইতাম পারি না,Mymensingh
বাস্তব জীবনে বিয়ার পরই ঝগড়া শুরু  হয়,Mymensingh
আজ গরিব বইল্লা কেউ আমারে ভালবাসে না,Mymensingh
"যতদিন এই দুনিয়াতে থাকবাম , তোমারে মনে রাখবাম",Mymensingh
একমাত্র মাইয়ারাই পারে সংসার গুছায়া রাখতে,Mymensingh
ছেড়ারার সহজ সরল মনডা নিয়া ছেড়িরা ফুটবল খেলে,Mymensingh
ছেড়াডা গাড়ির নিচে পইরা মইরা যায়,Mymensingh
একবার তোমার হাঁত ধরলে আর কোনদিনও ছাড়তাম না,Mymensingh
তুমি ছাড়া আমার জীবনডা অন্ধকার,Mymensingh
তোমার চুল পরার এই সমস্যা  নিয়া ডাক্তারের কাসে যাইতে হইব,Mymensingh
ভালা মানুষ এই দুনিয়াতে  বেশি দিন বাঁচে না,Mymensingh
গ্রামের বাড়ির এই মাইয়াডারে  খুব ভালা লাগসিল,Mymensingh
ছেড়াডা  ছুটির দিনেও কলেজে যায়,Mymensingh
আমার বাংলা সিনেমা দেখতে ভালা লাগে,Mymensingh
তোমারে আমি ধন্যবাদ জানাইতাম চাই,Mymensingh
তোমার ছোট ভাইয়ের জন্মদিন কবে?,Mymensingh
তুমি কিতা আমারে একটা ছবি তুইল্লা দিতা পারবা,Mymensingh
তোমার লগে আমার আম্মা কথা কইতে চায়,Mymensingh
তোমার কাসে আমি একটা পরামর্শ চাই,Mymensingh
আফনে কিতা আমারে একটা গান গায়া হুনাইতে ফারবেন ?,Mymensingh
তুমি কিতা তোমার ভুল বুঝতে পারসো ?,Mymensingh
তুমি কিতা আমার লাইজ্ঞা একটা গান লেইক্ষা দিতে পারবা?,Mymensingh
আমার প্রতিদিন খেলাধুলা করতে ভালা লাগে,Mymensingh
আমার বন্ধুরা সহাল বেলা  ফুটবল খেলত মাঠে যায়,Mymensingh
তোমার বয়স কত?,Mymensingh
আমি অনেক বড় ভুল কইরালসি,Mymensingh
চাঁন্দের আলো দেখতে আমার খুব ভালা লাগে,Mymensingh
তুমি কিতা সহালে উইত্থা চা খাইবা ?,Mymensingh
আফনে একটু এইদিকে আইতে ফারবেন ?,Mymensingh
তর পরিক্ষা কবে ?,Mymensingh
আমারে বিহালে খেলার মাঠে যাইতে হইব,Mymensingh
কিসু মানুষ মেলা স্বার্থপর হয়,Mymensingh
আমি একজন ভালা মানুষ হইতাম চাই,Mymensingh
আমার পরিবার তোমারে কোনদিনও মাইন্না নিত না,Mymensingh
আফনেরে  ছাড়া আমার বান্ধুবি ভালা নাই,Mymensingh
মাইয়াডার  রাগ অনেক বেশী,Mymensingh
আফনে কিতা চান আমি এইহান থাইক্কা চইল্লা যাই ?,Mymensingh
আফনে  কিতা এই বিয়াতে রাজি হইসেন ?,Mymensingh
আমার আব্বার মাথা গরম থাহে,Mymensingh
আমার বড় ভাই একজন বদমেজাজি লোক,Mymensingh
যেই মেয়ে বেশী কথা কয় তারে আমার পসন্দ না,Mymensingh
ছেড়াডা অনেক  বেশী কথা কয়,Mymensingh
আফনে আইজ সহালে চা খান  নাই,Mymensingh
আইজ সহালে আমি আর আমার বন্ধুরা ফুটবল খেলতে মাঠে গেসি,Mymensingh
আমি আমার আম্মার  বেগ কথা খুবই মনোযোগ দিয়া হুনি,Mymensingh
আমার বান্ধুবির একটা ছোট বিড়াল আসে,Mymensingh
লোকটা হের বউয়ের গায়ে  হাত তুলে,Mymensingh
তোমার কিতা লোক দেহানো শেষ?,Mymensingh
আমার বউ  আমারে কোনদিনও খোঁচা মাইরা কথা কয় নাই,Mymensingh
তুমি একজন  ভালা মাইয়া মানুষ,Mymensingh
তোমারে জোর  কইরা বিয়া দেয়া হইসিল,Mymensingh
হেয়  দুইবেলা ভাত খাইতে পারে না,Mymensingh
তোমার পাশে  থাকলে আমি কল্পনার চেয়েও বেশি সুখী থাহি,Mymensingh
আম্মা আইজ খাওনে লবণ কম দিসে,Mymensingh
আমার আম্মা বেগ সময় বেশ হাসি খুশি থাহে,Mymensingh
তোমার লাইজ্ঞা এত কিসু কইরাও কোন লাভ হইল না,Mymensingh
আফনে আমারে আর কত অবাক করবেন,Mymensingh
আফনে একটু কম চাপাবাজি করেন,Mymensingh
আইজকে আমার ছোট বইন রান্না করসে,Mymensingh
খাওনে লবণ একটু বেশী হয়া গেসে,Mymensingh
খাবারে লবণ কম হইলে আরো ভালা লাগতো,Mymensingh
আইজকে আমি বাইরে যায়ামই,Mymensingh
আফনে একলা একলা বাইরে ঘুরতে যান,Mymensingh
আমি মেলা ভালা মেকআপ করি,Mymensingh
তুমি এক্কেরেই না বুইজ্ঝা বেশী কথা কও,Mymensingh
"আফনেরে কিসু কওন লাগে না , আফনে এমনিতেই আমার মনের কথা বুইজ্ঝা যান",Mymensingh
তোমার চোখ থাহে অন্য মাইয়ারার দিকে,Mymensingh
তোমার বিয়ার জীবন সুখের হোক,Mymensingh
আমরার বাসার দারওয়ান রাইতে মদ খায়,Mymensingh
আমার জামাই রাইতে বন্ধুরার লগে আড্ডা দেয়,Mymensingh
আমি আর আমার আব্বা বিয়া বাড়িতে যাইতাসি,Mymensingh
তুমি আমার  কাসে ধরা পড়নের পরেও পরকীয়া করনের কথা স্বীকার করতাসো না,Mymensingh
একটা বিবাহিত মহিলা রাস্তা দিয়া হাইটা যাইতাসে,Mymensingh
আমার আম্মা আমার পড়াশুনার খরচ দিতে চায় না,Mymensingh
আমার মা অনেক কষ্ট কইরা আমরারে বড় করসে,Mymensingh
তোমার ছোট ভাই  আগে নেশায় আসক্ত আসিল,Mymensingh
ছেড়াডা সারাদিন বাইরে বাইরে থাহে,Mymensingh
আমার ফুফু চাচারাও আমারে মেলা ভালবাসে,Mymensingh
আমার আম্মা আগের তুলনায় এহন অনেক ভালা আসে,Mymensingh
আমি আর আমার ছোট বইন আইজ খালাম্মার বাসায় ঘুরতে যাইব,Mymensingh
আমার বড় বইন এতো সহালে ঘুম থাইক্কা উঠতে ফারে না,Mymensingh
আমার বড় বইন প্রচন্ড অলস একটা কাম সময়মতো করতে ফারে না,Mymensingh
আফনের লগে আমার একটা জরুরি কথা আসে,Mymensingh
সহালে তাড়াতাড়ি উইত্থা বাইরে একটু হাইটটা আসা মেলা উপকারী,Mymensingh
তুমি কিতা আমডা খাইসলা ?,Mymensingh
বাগানের মধ্যে গিয়া আমার ছোট ভাই দৌড়াইল,Mymensingh
আফনে ফুটবল খেলায় হাইরা গেলেন,Mymensingh
তুমি ক্রিকেট খেলায় জিতলা,Mymensingh
তুই এইহান থাইক্কা যা,Mymensingh
আফনে আমারে দয়া কইরা  বিশ্বাস করেন,Mymensingh
ছোট আবুডা  অসুস্থ হয়ে পরসে,Mymensingh
তুমি কিতা আমার লাইজ্ঞা অপেক্ষা করতে পারবা ?,Mymensingh
তুমি আমার কাসে  মাফ চাও,Mymensingh
আমি বিহালে একটু ঘুমায়া নিলাম,Mymensingh
আমার আব্বা বড় ভাইয়ের উপর রাইজ্ঞা গেসিল,Mymensingh
তোমার কথা হুইন্না আমি মেলা অবাক হয়া গেসিলাম,Mymensingh
তোমার কিতা মাথা ব্যাথা করতাসে ?,Mymensingh
আমার হাত  খরচের টাকা আমার আব্বা দেয়,Mymensingh
আমার বইন ইদানীং মেলা খারাপ আচরন করে,Mymensingh
আমি যেই ছেড়ারে পসন্দ করি হেয় আমার পরিবারের কাউরে সম্মান করেনা,Mymensingh
মাইয়াডা তারে বিয়া করব না কয়া দিসে,Mymensingh
বাড়ি থাইক্কা বিয়ার লাইজ্ঞা আমার লাইজ্ঞা মাইয়া  দেহা শুরু করলো,Mymensingh
আমার বিয়ে তোমার ছোট বইনের লগে ঠিক হইসে,Mymensingh
ছেড়াডা আরও দুই  বসর পরে বিয়া করতে চায়,Mymensingh
আব্বা আমরার বেগ সম্পত্তি বেইচ্চা আমারারে নিয়া গ্রামের বাড়িত চইলা আইসে,Mymensingh
আমি বেহেইরে বুঝায়া বুঝায়া ক্লান্ত যে আমার আম্মা  এরকম কিসু করে  নাই,Mymensingh
হেরার পারিবারিক ভাবেই বিয়া হইসে,Mymensingh
তারা প্রেম কইরা বিয়া হইসিল,Mymensingh
আমার শাশুড়ি অনেক ভালা রান্দে,Mymensingh
আব্বা অশিক্ষিত একটা ছেড়ার সাথে আমার বিয়া  দিতে চাইসিল,Mymensingh
আব্বা মান সন্মানের ভয়ে মামলা করে নাই,Mymensingh
ছেড়াডা চাচার ভয়ে হের বাপরে সত্যি কথা কইতে পারে নাই,Mymensingh
আমি তহন মেলা ছোট যহন আমার মা মারা গেসিল,Mymensingh
গ্রামের থাইক্কা আসা ছেড়াডা এহন ঢাকায় পড়াশুনা করতাসে,Mymensingh
আমার লগে হের পরিচয় হইসে ইস্কুলে গিয়া,Mymensingh
আমারে দয়া কইরা পরামর্শ দেন আমি এহন কিতা করতাম পারি,Mymensingh
আমার বাইরে ঘুরতে যাওনের কোন  ইচ্ছা আসিল না,Mymensingh
ছেড়াডা সিগারেট পর্যন্ত খায় না,Mymensingh
প্রথমদিকে আফনেরে আমি এত  ভালবাসতাম না,Mymensingh
ছেড়াডা সপ্তাহখানেক আগে  আমরার লগে দেহা করসে,Mymensingh
ওই মাইয়ারে যেমনেই হোক  খুঁইজ্জা বাইর করতে হইব,Mymensingh
ছেড়াডার ঘটনা হুইন্না আমরা তারে সাহায্য করি,Mymensingh
ছেড়াডা তার পরিবারসহ  ঈদের আগের দিন আমরার লগে দেহা করতে আইসিল,Mymensingh
মাইয়াডা বাংলাদেশে আয় তার পসন্দের ছেড়ার সাথে  বিয়া ঠিক করসে,Mymensingh
আমরার এলাকায় কেরোসিন তেলের দাম বাইড়া গেসে,Mymensingh
আমার প্রত্যেকদিন পেয়ারা খাইতে খুব ভালা লাগে,Mymensingh
পেয়ারা আমার প্রিয় ফল,Mymensingh
আমার আব্বা প্রত্যেকদিন নাইরকেল পানি খায়,Mymensingh
আমার দাদার বাড়ীর পিসনে একটা পেয়ারা গাছ আসে,Mymensingh
আম্মা পাকঘরে বয়া মুরগের মাংস রান্না করসে,Mymensingh
গ্রামের মানুষরা মাডির পাতিলে রান্দে,Mymensingh
আমার ছোট ভাই উশশির সালুন দিয়া ভাত খাইতে মেলা ভালবাসে,Mymensingh
এই আবুডা পাকনা পেঁপে খাইতাসে,Mymensingh
আব্বা গ্রাম থাইক্কা আওনের সময় মেলা বড় বড় জাম্বুরা কিন্না আনসে,Mymensingh
আমার আম্মা জামরুল খাইতাসে,Mymensingh
আমার ছোট ভাই বিকালে ছাদে উইত্থা পাশের বাসার ছাদের কবুতর দেহে,Mymensingh
আমরার গ্রামের বাড়িত অনেক গুলা  মুরগির বাচ্চা আসে,Mymensingh
আবুডা একটা মুরগির বাচ্চা কোলে নিসে,Mymensingh
আমার ছোট বইন খুবই বোকা,Mymensingh
গ্রামের বারি গিয়া আমি একলা একলা  সাঁতার  কাটসি,Mymensingh
"আমার আব্বা , আম্মা , ভাই, বইন ড্রয়িংরুমে বয়া আসে",Mymensingh
আমরার ঘরের স্টোররুমডা মেলা বড়,Mymensingh
আবুডা একটা বিলাইয়ের বাচ্চারে আদর করতাসে,Mymensingh
লাকড়ির চুলায় রানদা খাওন খুব মজা,Mymensingh
আমার বড় ভাই বেগুন তরকারির ঝোল দিয়া দুপুরে ভাত খাইসে,Mymensingh
আমার আব্বা লাউ দিয়া চিংড়ি মাছের ঝোল আমার মেলা পসন্দ করে,Mymensingh
আমার শীতের দিনে গোসল করতে ভালা লাগে না,Mymensingh
আমার বইন গ্রামের বাড়ীত গিয়া পুস্কুনিতে গোসল করে,Mymensingh
আমার আম্মা কয় যে তেঁতুল  খাইলে  আমার বুদ্ধি কইম্মা যাইব,Mymensingh
আমার আব্বা বাজারতে আমরার লাইজ্ঞা তেঁতুল কিন্না আনসে,Mymensingh
আমার গ্রামের বাড়ীর উঠান মেলা বড়,Mymensingh
এই আবুডা গ্রামের বাড়ীর উঠানে খেলতাসে,Mymensingh
ছোট বাচ্চাডা অনেক অসুস্থ,Mymensingh
একটা আহত আবুডা রাস্তায় খাড়ায়া কানতাসে,Mymensingh
আমার ছোট বইনরে আইজকে সহালে হাসপাতালে নেয়া হইসে,Mymensingh
আব্বা কইসে বৃষ্টি হইলে বারান্দার গাছে পানি দেওনের দরকার নাই,Mymensingh
আমার আম্মা বৃষ্টি হইলেও বারান্দার গাছে পানি দেয়,Mymensingh
আব্বা কইসে গাছে অতিরিক্ত পানি দিলে গাছ মইরা যায়,Mymensingh
কালকে বিহালে আমরার এইহানে মেলা বৃষ্টি হইসে,Mymensingh
আমার আম্মা আইজকে শশার তরকারি রানসে,Mymensingh
গরমের দিনে লবণ দিয়া  শশা খাইতে মেলা ভালা লাগে,Mymensingh
শশা খাইতে অনেক সুস্বাদু,Mymensingh
আব্বা আইজকে সহালে বাজার থাইক্কা টমেটো কিন্না আনসে,Mymensingh
দিন দিন টমেটোর দাম বাড়তাসে,Mymensingh
আমার সইরষার তেল দিয়া মাছ ভাজা খাইতে খুব ভালা লাগে,Mymensingh
আমার দাদা চুলে সইরষার তেল দেয়,Mymensingh
আমার নানা কইসে সইরষার তেল চুল পড়া কমায়,Mymensingh
এক কৃষক বাজারে টমেটো বেচে,Mymensingh
আমার আব্বা গায়ে সইরষার তেল মালিশ  করে,Mymensingh
দিন দিন আমি খুব অসুস্থ হয়া যাইতাসি,Mymensingh
যেহানে সেহানে থুথু ফেলা একদম নিষেধ,Mymensingh
আমার আম্মা কইসে প্রত্যেকদিন তেতুল খাইলে আমার শরীরের রক্ত পানি হয়া যাইব,Mymensingh
আমার ছোট ভাইয়ের প্রিয় ফল হইলো জামরুল,Mymensingh
আবুডার কিসু দিন ধইরা সর্দি কাশি,Mymensingh
আমরার গ্রামের বাজারে অনেক বড় একটা  দেশী মুরগীর দোকান আসে,Mymensingh
সহালে ঘুম থাইক্কা উইত্থা নাইরকেল পানি খাইতে আমার খুব ভালা লাগে,Mymensingh
আমি আইজকে শিম ভাজি  দিয়া দুপুরে ভাত খাইসি,Mymensingh
মা আমার লাইজ্ঞা উশশি ভাজি রান্না করসে,Mymensingh
আম্মা পাকঘরে বয়া মাডির পাতিলে মুরগির মাংস রানতাসে,Mymensingh
মেলা মানুষই শখের বশে ছাদের উপরে কবুতর পালে,Mymensingh
দুইদিন ধইরা আমরার মেলা সর্দি-জ্বর,Mymensingh
সহালে ঘুম থাইক্কা উইত্থাই ঘরের স্টোররুমডা পরিষ্কার করতে হইব,Mymensingh
লবণ দিয়া পেয়ারা খাইতে আমার ছোট বইন মেলা পসন্দ করে,Mymensingh
মা পাকঘরে আমার আব্বার লাইজ্ঞা উশশির সালুন রানতাসে,Mymensingh
আমি আর আব্বা কালকে সিলেট থাইক্কা ঢাকায় আইসি,Mymensingh
আম্মা লাকড়ির চুলায় রান্তাসে,Mymensingh
আমার বড় বইনডা কাঁচা আমের শরবত খাইতে মেলা ভালবাসে,Mymensingh
এই বেক্কল ছেড়াডা দুইদিন ধইরা পড়ালেহা করতাসে না,Mymensingh
বিহালে আম্মা আমার লাইজ্ঞা শসার সুপ রানসে,Mymensingh
আমার ইস্কুলে কোন খেলার মাঠ নাই,Mymensingh
আমরা বেহেই একসাথে খেলা দেখতাসিলাম,Mymensingh
বিশ্বকাপ ক্রিকেট খেলা আইজকে থাইক্কা শুরু,Mymensingh
আইজকে ইংল্যান্ড বিশ্বকাপ ক্রিকেট খেলায়  জিত্তা গেসে,Mymensingh
চল আমরা বেহেই গান গাই,Mymensingh
তুমি কিতা আমারে এক গ্লাস পানি আইন্না দিতে পারবা ?,Mymensingh
আমি ফারতাম না পানি দিতে,Mymensingh
তোমার ভাই পড়ালেহাতে অনেক মেধাবি,Mymensingh
আচ্ছা কও দেহি বাংলাদেশে কয়ডা জেলা?,Mymensingh
সামনের দিকে যায়া মাইয়াডা মেলা হাসব,Mymensingh
,
কেন আচো?,Chittagong
আযিয়া আর মন বালা নাই?,Chittagong
তুঁই কি গরো?,Chittagong
এই গরমত আত্তুন কিচু বালা ন লাগের,Chittagong
ফোয়াইবা সাদা রংওর উজ্ঞা শার্ট ফরি আইস্যিল,Chittagong
মাইফোয়াইবা লাল রংওর শারি ফরি আঁর লই দেহা গইর্ তো আইস্যে,Chittagong
ফোয়াইবা সিলেটত্তুন ঢাহা আইস্যে,Chittagong
মাইফোয়া ইবা সিলেটত্তুন আইস্যেদে ফোয়া ইবারে বঊত বালবাসে,Chittagong
ফোয়াইবা মাইফোয়া ইবারে আইযো বালবাসার চোকে ন দেহে,Chittagong
মাইফোয়া ইবা তার বেজ্ঞিন সফ্নর মইদ্দে ফোয়াইবারে কল্ফনা গরে,Chittagong
আঁর বউতদিন আগে এব্বার বিয়া অইল,Chittagong
আঁর মা আঁরে হইল বিয়া অইলে জিবন ফাল্টি যা গই,Chittagong
আম্মু অইদিন টিক হতাই হইল,Chittagong
আম্মু এগাযা আঁর মনোর হতা বুজে,Chittagong
আঁর বাসার হাজর মাইফোয়া ইবা ইয়া গম গরি হাজ গরিত ন ফারে,Chittagong
আঁর বাসার হাজর মাইফোয়া ইবা দুইদিন অর দাই গিয়্যুয়,Chittagong
আঁর বাসার দারোয়ান এহন ইতার গেরামত বেরাইত গেয়্যে,Chittagong
তোঁয়ারে আঁই কল ন দিয়ুম,Chittagong
এই জিনিসসান কুব বিরক্তিকর আচিল,Chittagong
ইতে সিলেটত্তুন আঁর ফোয়ারে দেহা গইরতো আইস্যে,Chittagong
ইতে এহন রাজশাহী গেইয়্যুই,Chittagong
ইতে এহন তার বন্দুওক্কলর ফোয়ারে সিগেট হায়,Chittagong
এতে এব্বেরেও ন আসে,Chittagong
এতে আঁরে অফমান গইরগে,Chittagong
ইতাত্তুন বই ফইরতো এফফোডাও গম ন লাগে,Chittagong
অনর কি বই ফরার অব্বাস আচে নে,Chittagong
তুঁই কি আঁরে চিনো নে,Chittagong
আঁই তোয়াঁরে চিনিত ন ফাইরলাম,Chittagong
আঁই তোয়াঁরে আগে হনো অত্তে ন দেহি,Chittagong
আঁত্তুন ফরালেহা গইরতো এফফোডাও গম ন লাগে,Chittagong
অনর ফরালেহা গরা উচিত,Chittagong
অনোত্তুন ফরালেহা গরা ফরিবো,Chittagong
অনর কি ফরালেহা গইরতো এব্বেরেও গম ন লাগে,Chittagong
তোত্তুন ফরালেহা গরা ফরিবো,Chittagong
তুই কি আর ফরালেহা ন গরিবি,Chittagong
তুই কি ফরালেহা চারি দিতো চস নিকি,Chittagong
তোর কি ফরালেহা গইরতো এব্বেরেও গম ন লাগে,Chittagong
তুঁই কি এহন হাইতো বইবা নে,Chittagong
আযিয়া আঁর হাইতো মনো ন হর,Chittagong
আঁর বিদ্যালয়ে বউত বন্দু আচে,Chittagong
আঁর চোড বইন বিদ্যালয়অত যাইত ন চাই,Chittagong
আত্তুন বিদ্যালয়অত যাইত বউত বালা লাগে,Chittagong
ইবা তার গেরামর এক্কান বিদ্যালয় অত ফরালেহা গরে,Chittagong
ইবা বিদ্যালয়অত যাইত ন চায়,Chittagong
ইতাত্তুন বিদ্যালয় অত যাই ফরালেহা গইরতো গম ন লাগে,Chittagong
ইতে বিদ্যালয় অত যাই বন্দু অক্কলর ফোয়ারে গল্ফ গরে,Chittagong
ইতে বিদ্যালয় অর মাডঅত ফত্তিন ক্রিকেট কেলে,Chittagong
ইবা বিদ্যালয় অর মাডঅত মায়া গুরি ফরি গেইয়্যুই,Chittagong
ইতে বউত দিন আগে তার বিদ্যালয় অর ওজ্ঞা মাইফোয়ারে বালবাসিতো,Chittagong
ফোয়াইবা তার গেরামর গুরা এক্কান বিদ্যালয় অত্তুন ফরালেহা গরি এসএসসি ফাশ গইরগে,Chittagong
তোঁয়ারার বাসা হডে,Chittagong
ডাহা বাংলাদেশঅর রাযদানি,Chittagong
তুঁই কি আঁর ফোয়ারে ফেম গরিবা নে,Chittagong
আঁই আযিয়া বেইন্না ফুটবল কেলা হাইয়্যি,Chittagong
আঁই তোয়াঁর মন অর হতা বুজি,Chittagong
তোঁয়ার লাই আঁর কুব হস্ট অই,Chittagong
আঁরার সফ্ন বউত ডঅর,Chittagong
আল্ফবয়স্যা ফোয়া অজ্ঞা বাইরে ফুটফাতত দুরের,Chittagong
ওজ্ঞা গুরা ফোয়া বিচানাতা ফালমারি উডের,Chittagong
ওজ্ঞা ফোয়া বিচানাত ফালার,Chittagong
ওজ্ঞা ফোয়া এক বিচানাত্তুন আরেক বিচানাত ফাল মারে,Chittagong
ওজ্ঞা গুরা ফোয়া ফুটফাতোত আডের,Chittagong
আঁই ওজ্ঞা ফোয়া,Chittagong
আঁই ওজ্ঞা মাইফোয়া,Chittagong
আঁর জামাই আঁরে কুব বালবাসে,Chittagong
স্কুল যিবন অইতে তারার ফ্রেম আচিল,Chittagong
আঁই বিয়া গইরগি দশ বচর অর,Chittagong
"এব্বারে গম চবি 
",Chittagong
বউদ্দিন ফর এক্কান বালা চবি দেইলাম,Chittagong
বেশি গম লিকখো,Chittagong
বউদ্দিন বাদে এক্কান বালা লেহা ফইরলাম,Chittagong
মাতা হঁরাইলদি এএন ন,Chittagong
কিচুই ন বুযিলাম,Chittagong
ইবা ইয়ান দেহি বিয়ুশ অই গেইয়্যুয়,Chittagong
এক হতায় বউত সুন্দর লাগের অনেরে,Chittagong
অনর চবিরতুন বেরা অনে বাস্তবে বেশি সুন্দর,Chittagong
অনর আশির হাচে বেজ্ঞিন আর মানি যাইগই,Chittagong
অনর চোক বউত সুন্দর,Chittagong
অনর লাই ফরিচয় অই বউত বালা লাইজ্ঞে,Chittagong
বউত দিন ফর অন অরে দেহির,Chittagong
দু বাই অর মাযে জাগা জমি লই হইয্যা অই,Chittagong
ফরে এক বাই কয়েত গেইয়্যুই আরেক বাই সুদান গেইয়্যুই,Chittagong
হদ্দিন বাদে সুদান অত্তুন আইস্যেদে মানুষ ইবা বিয়া গইরগে,Chittagong
মুবাইল চারা বাতরুম অত যাইলে মনো অই যরুরি ফাইল চারা আফিস অত আইস্যি,Chittagong
যারারে গাইল দেয়া অই গেইয়্যুয় তারা দয়া গরি লাইন অত্তুন সরি যন,Chittagong
ফিচনে আইযো বিউত মানুষ লাইন অত তিয়ায় তাইক্কে,Chittagong
তারারে গালি দিবর সুযোগ গরি দন,Chittagong
বর বেশি কিচু ন হইয়্যুম হারন আবেগে চোক অত ফানি আ গেইয়্যুয়,Chittagong
তুঁই হদ্দে নে যে তাইবার ইতে এনেই তাকিবো,Chittagong
ফাস্টে অনত্তুন এক্কান দোয়ান অত যা ফরিবো,Chittagong
নিযর ফচন্দর বিয়াত বাপ মারে রায গরানো অয়্যে,Chittagong
মাইফোয়া ইবা লাল শারি ফিন্দি তিয়ায় তাইক্কে,Chittagong
বউওর লাই বলি বন্দুওক্কলর মাযে আর মুক দেহাইবর উফায় নাই,Chittagong
আঁরে বেজ্ঞুনর সাম্মে মারি মারি বারিত লই আইস্যে,Chittagong
আঁই যানি এডে বউত মাইফোয়া কমেন্ট ফরিবার লাই আইবো,Chittagong
মাযে মাযে মনো অই বারি গর বেজ্ঞিন মশার নামঅত লেহি দি যঁঅল অত যাইগই,Chittagong
তোঁয়ার অই আচি আঁই তোঁয়ার অই তাইক্কম,Chittagong
আযিবন তোঁয়ারে আঁই বালবাসি যাইয়্যুম,Chittagong
ফাশে তাইক্কো সারাযিবন দুরে ন যাইয়্যু,Chittagong
তোঁয়ারে চারা আঁর এক্কানাও গম ন লাগে,Chittagong
হনিকারে আবেগের বালবাসা ন দিও মনোর বালবাসা দিও,Chittagong
হারন আবেগর বালবাসা একদিন বিবেকর হাচে আরি যাইবই,Chittagong
কেন গরি বুজাই তারে আঁই হত বালবাসি,Chittagong
বউতদিন ফর তোঁয়ারে দেইলাম,Chittagong
তোঁয়ারে দেহি দর অই তিয়ায় আচিলাম,Chittagong
আঁই বড় হস্টে নিযেরে চঅঁলাই লইয়্যি,Chittagong
যেত্তে তুঁই আঁরে দেহিয়েরেও না দেহার বান গইরগো এত্তে আত্তুন এন গম লাইজ্ঞে,Chittagong
তোঁয়ারে অনুবুতি ইয়ান হইয়েরে বুজাইত ন ফাইরগম,Chittagong
"তোঁয়ারে কুব মনোত ফরের, দিয়্যুম তোঁয়ারে লাল গোলাপ",Chittagong
আঁর জিবনত হনিক্কাই নাই তুঁই চারা,Chittagong
আঁর জিবনত হনো সফ্ন নাই তুঁই চারা,Chittagong
আঁর দুচোক কিচু ন তুয়াই তোয়াঁরে চারা,Chittagong
যেত্তে মাইয়্যা বুযে এত্তে ফোয়া ন বুযে,Chittagong
তুঁই শুদু মনে রাইক্কো আঁরে সারা বেলা,Chittagong
চোকর ফানি মুচি দিয়্যুম তোঁয়ারে আসি,Chittagong
এতেল্লাই ত বন্দু তোঁয়ারে এত বালবাসি,Chittagong
"হত সুন্দর তুঁই, ফ্রেম অত ফইরগি আঁই",Chittagong
ফোয়াওক্কল বালবাসার অবিনয় গইরতে গইরতে হত্তে যে আঁচা আঁচা বালবাসি ফেলাই ইতারা নিজেরাও হইত ন ফারে,Chittagong
মাইফোয়াওক্কল বালবাইসতে বাইস্তে হত্তে যে অবিনয় শুরু গরে ইতারা নিজেরাও হইত ন ফারে,Chittagong
